0.149667	0.3448
0.253416	0.390706
0.460701	0.441974
0.846833	0.506544
1.43469	0.597872
1.78715	0.730384
1.49125	0.882611
1.59446	1.00142
1.4863	1.12089
1.45726	1.22406
1.40891	1.3183
1.36728	1.40264
1.3299	1.47825
1.29751	1.54604
1.27085	1.60689
1.25064	1.66172
1.23752	1.71142
1.23188	1.75689
1.23373	1.799
1.24251	1.83856
1.25705	1.8763
1.27568	1.91278
1.29659	1.94841
1.31818	1.98344
1.33943	2.01796
1.35989	2.05196
1.37954	2.08543
1.3985	2.11832
1.41695	2.15063
1.43498	2.18235
1.45266	2.21347
1.47003	2.24402
1.48713	2.27401
1.50396	2.30344
1.52054	2.33234
1.53689	2.36071
1.55301	2.38858
1.56891	2.41595
1.58459	2.44284
1.60007	2.46927
1.61536	2.49524
1.63045	2.52077
1.64535	2.54588
1.66007	2.57057
1.67461	2.59486
1.68898	2.61876
1.70318	2.64228
1.71721	2.66542
1.73108	2.68821
1.7448	2.71066
1.75836	2.73276
1.77178	2.75453
1.78504	2.77598
1.79816	2.79712
1.81115	2.81796
1.82399	2.8385
1.83671	2.85876
1.84929	2.87873
1.86174	2.89844
1.87407	2.91788
