0	0.149667
1	0.253416
2	0.460701
3	0.846833
4	1.43469
5	1.78715
6	1.49125
7	1.59446
8	1.4863
9	1.45726
10	1.40891
11	1.36728
12	1.3299
13	1.29751
14	1.27085
15	1.25064
16	1.23752
17	1.23188
18	1.23373
19	1.24251
20	1.25705
21	1.27568
22	1.29659
23	1.31818
24	1.33943
25	1.35989
26	1.37954
27	1.3985
28	1.41695
29	1.43498
30	1.45266
31	1.47003
32	1.48713
33	1.50396
34	1.52054
35	1.53689
36	1.55301
37	1.56891
38	1.58459
39	1.60007
40	1.61536
41	1.63045
42	1.64535
43	1.66007
44	1.67461
45	1.68898
46	1.70318
47	1.71721
48	1.73108
49	1.7448
50	1.75836
51	1.77178
52	1.78504
53	1.79816
54	1.81115
55	1.82399
56	1.83671
57	1.84929
58	1.86174
59	1.87407
